winequality-red-4.dat;0.947103274559194;0.1;0.07692307692307693;0.08695652173913043
yeast4.dat;0.22282608695652173;0.04040404040404041;0.9230769230769231;0.07741935483870968
yeast5.dat;0.6195652173913043;0.0728476821192053;1.0;0.13580246913580246
yeast-0-2-5-7-9_vs_3-6-8.dat;0.1975806451612903;0.11160714285714286;1.0;0.20080321285140565
winequality-white-3-9_vs_5.dat;0.9755434782608695;0.2;0.16666666666666666;0.1818181818181818
yeast6.dat;0.3070652173913043;0.03409090909090909;1.0;0.06593406593406592
yeast-0-2-5-6_vs_3-7-8-9.dat;0.9354838709677419;0.7368421052631579;0.56;0.6363636363636364
led7digit-0-2-4-5-6-7-8-9_vs_1.dat;0.8796296296296297;0.4;0.8888888888888888;0.5517241379310346
shuttle-2_vs_5.dat;0.9745762711864406;0.36363636363636365;1.0;0.5333333333333333
ecoli-0-1-4-6_vs_5.dat;0.9253731343283582;0.5;0.6;0.5454545454545454
yeast.dat;0.15489130434782608;0.15489130434782608;0.15489130434782608;0.15489130434782608
shuttle-6_vs_2-3.dat;0.9818181818181818;0.75;1.0;0.8571428571428571
cleveland-0_vs_4.dat;0.925;0.0;0.0;0.0
winequality-red-8_vs_6-7.dat;0.9715639810426541;0.3333333333333333;0.2;0.25
ecoli-0-1-4-7_vs_2-3-5-6.dat;0.9629629629629629;1.0;0.5714285714285714;0.7272727272727273
ecoli-0-1-4-7_vs_5-6.dat;0.9625;1.0;0.5;0.6666666666666666
glass.dat;0.39215686274509803;0.39215686274509803;0.39215686274509803;0.39215686274509803
winequality-red-3_vs_5.dat;0.9705882352941176;0.0;0.0;0.0
winequality-white-3_vs_7.dat;0.9684684684684685;0.3333333333333333;0.4;0.3636363636363636
winequality-red-8_vs_6.dat;0.9440993788819876;0.3;0.6;0.4
