balance.dat;0,652777778;0,652777778;0,652777778;0,652777778
hayes-roth.dat;0,861111111;0,861111111;0,861111111;0,861111111
new-thyroid.dat;0,980952381;0,980952381;0,980952381;0,980952381
penbased.dat;0,882758621;0,882758621;0,882758621;0,882758621
wine.dat;0,981481481;0,981481481;0,981481481;0,981481481
balance.dat;0,62037037;0,62037037;0,62037037;0,62037037
hayes-roth.dat;0,888888889;0,888888889;0,888888889;0,888888889
new-thyroid.dat;0,866666667;0,866666667;0,866666667;0,866666667
penbased.dat;0,868965517;0,868965517;0,868965517;0,868965517
wine.dat;0,925925926;0,925925926;0,925925926;0,925925926
balance.dat;0,62962963;0,62962963;0,62962963;0,62962963
hayes-roth.dat;0,833333333;0,833333333;0,833333333;0,833333333
new-thyroid.dat;0,857142857;0,857142857;0,857142857;0,857142857
penbased.dat;0,872413793;0,872413793;0,872413793;0,872413793
wine.dat;0,981481481;0,981481481;0,981481481;0,981481481
balance.dat;0,638888889;0,638888889;0,638888889;0,638888889
hayes-roth.dat;0,833333333;0,833333333;0,833333333;0,833333333
new-thyroid.dat;0,961904762;0,961904762;0,961904762;0,961904762
penbased.dat;0,862068966;0,862068966;0,862068966;0,862068966
wine.dat;0,87037037;0,87037037;0,87037037;0,87037037
balance.dat;0,662037037;0,662037037;0,662037037;0,662037037
hayes-roth.dat;0,75;0,75;0,75;0,75
new-thyroid.dat;0,942857143;0,942857143;0,942857143;0,942857143
penbased.dat;0,879310345;0,879310345;0,879310345;0,879310345
wine.dat;0,907407407;0,907407407;0,907407407;0,907407407
balance.dat;0,708333333;0,708333333;0,708333333;0,708333333
hayes-roth.dat;0,972222222;0,972222222;0,972222222;0,972222222
new-thyroid.dat;0,838095238;0,838095238;0,838095238;0,838095238
penbased.dat;0,893103448;0,893103448;0,893103448;0,893103448
wine.dat;0,962962963;0,962962963;0,962962963;0,962962963
balance.dat;0,638888889;0,638888889;0,638888889;0,638888889
hayes-roth.dat;0,944444444;0,944444444;0,944444444;0,944444444
new-thyroid.dat;0,99047619;0,99047619;0,99047619;0,99047619
penbased.dat;0,844827586;0,844827586;0,844827586;0,844827586
wine.dat;0,888888889;0,888888889;0,888888889;0,888888889
balance.dat;0,615740741;0,615740741;0,615740741;0,615740741
hayes-roth.dat;0,833333333;0,833333333;0,833333333;0,833333333
new-thyroid.dat;0,980952381;0,980952381;0,980952381;0,980952381
penbased.dat;0,868965517;0,868965517;0,868965517;0,868965517
wine.dat;0,925925926;0,925925926;0,925925926;0,925925926
balance.dat;0,675925926;0,675925926;0,675925926;0,675925926
hayes-roth.dat;0,916666667;0,916666667;0,916666667;0,916666667
new-thyroid.dat;0,99047619;0,99047619;0,99047619;0,99047619
penbased.dat;0,85862069;0,85862069;0,85862069;0,85862069
wine.dat;0,962962963;0,962962963;0,962962963;0,962962963
balance.dat;0,657407407;0,657407407;0,657407407;0,657407407
hayes-roth.dat;0,861111111;0,861111111;0,861111111;0,861111111
new-thyroid.dat;0,961904762;0,961904762;0,961904762;0,961904762
penbased.dat;0,882758621;0,882758621;0,882758621;0,882758621
wine.dat;0,87037037;0,87037037;0,87037037;0,87037037
;0,851148878;0,851148878;0,851148878;0,851148878
